drug_1	drug_2
DB00945	DB00990
DB01276	DB01132
DB00203	DB00624
DB06603	DB08877
DB01229	DB00445
DB00215	DB08868
DB00472	DB08868
DB00285	DB08868
DB00550	DB00389
DB06589	DB08911
DB00947	DB08875
DB01076	DB01234
DB01254	DB00112
DB01394	DB00437
DB00419	DB00073
DB06589	DB00072
DB00983	DB01222
DB00370	DB00715
DB00437	DB06372
DB00624	DB00630
DB00105	DB00188
DB12248	DB01409
DB01017	DB00112
DB00642	DB00317
DB01098	DB00758
DB00338	DB08873
DB01024	DB01590
DB00264	DB08893
DB01151	DB08893
DB09053	DB01234
DB00016	DB08894
DB00986	DB01400
DB06290	DB00864
DB06290	DB00091
DB08893	DB00706
DB00515	DB09074
DB11560	DB00437
DB06695	DB00213
DB01611	DB01101
DB00243	DB00222
DB01076	DB00222
DB08881	DB00112
DB01262	DB01254
DB01327	DB01211
DB08816	DB00091
DB00012	DB00910
DB01590	DB01611
DB11560	DB04854
DB06655	DB00222
DB01204	DB00242
DB01268	DB06287
DB00398	DB00762
DB01115	DB00177
DB00073	DB09053
DB01026	DB09049
DB00243	DB04855
DB08881	DB00002
DB00531	DB08871
DB06287	DB00331
DB00986	DB05039
DB08816	DB06209
DB01045	DB09049
DB01216	DB00706
DB00635	DB00244
DB08828	DB00877
DB05294	DB00863
DB00338	DB05294
DB00020	DB00928
DB05294	DB00683
DB00394	DB00571
DB00243	DB00331
DB00343	DB00381
DB01611	DB00041
DB05294	DB00331
DB01234	DB00099
DB00497	DB00704
DB00695	DB00214
DB00641	DB00331
DB05294	DB00390
DB00993	DB00916
DB00051	DB00916
DB08875	DB05812
DB01118	DB00489
DB00563	DB00307
DB00959	DB00736
DB05294	DB01590
DB00297	DB00668
DB00398	DB08871
DB04967	DB00853
DB00924	DB00788
DB00773	DB01101
DB00208	DB00945
DB00470	DB01183
DB00531	DB00188
DB08877	DB00990
DB00531	DB00762
DB08881	DB01590
DB08881	DB06287
DB08899	DB00990
DB08899	DB01217
DB08899	DB00947
DB08828	DB00853
DB00644	DB01248
DB00470	DB00316
DB00073	DB00034
DB00334	DB06288
DB06285	DB00884
DB08881	DB01097
DB00783	DB00367
DB06702	DB00286
DB06237	DB00727
DB00583	DB01076
DB00471	DB00635
DB00284	DB00331
DB09045	DB00331
DB01026	DB09053
DB11595	DB00112
DB09038	DB01045
DB01032	DB09038
DB00564	DB05521
DB00252	DB05521
DB02638	DB00368
DB00480	DB09054
DB05271	DB01235
DB00530	DB00331
DB01254	DB00650
DB06655	DB01306
DB05812	DB01045
DB00316	DB00331
DB08873	DB06210
DB06210	DB05521
DB00706	DB01126
DB09079	DB01248
DB00515	DB00997
DB00264	DB09039
DB01076	DB08860
DB01098	DB08860
DB00515	DB00112
DB06292	DB06335
DB08875	DB00441
DB08893	DB00390
DB09038	DB00331
DB01128	DB06699
DB06655	DB01276
DB00338	DB00083
DB00776	DB09119
DB00882	DB00331
DB01026	DB09079
DB00863	DB12010
DB00073	DB11581
DB00860	DB05812
DB00367	DB00331
DB00334	DB00472
DB00398	DB06287
DB00818	DB00067
DB00107	DB01282
DB06290	DB00641
DB06290	DB01076
DB04868	DB08877
DB01104	DB00740
DB05578	DB01248
DB00176	DB00390
DB00584	DB00112
DB08910	DB01026
DB00564	DB08910
DB00683	DB00454
DB00480	DB00908
DB00039	DB00087
DB00559	DB01088
DB08828	DB00441
DB08907	DB00390
DB01255	DB00472
DB00335	DB09026
DB01099	DB00196
DB06589	DB00002
DB08907	DB00091
DB01327	DB00207
DB00987	DB00099
DB09302	DB01039
DB09302	DB00973
DB01098	DB12010
DB12010	DB00641
DB00292	DB00813
DB01268	DB06791
DB01406	DB08877
DB08907	DB01016
DB00338	DB00213
DB00995	DB00877
DB00563	DB00650
DB08889	DB06176
DB00544	DB08911
DB08816	DB00758
DB01001	DB00727
DB00178	DB00758
DB01268	DB00683
DB00563	DB08895
DB08893	DB01591
DB08910	DB01211
DB00983	DB04465
DB08885	DB00650
DB00704	DB00813
DB00480	DB06176
DB00682	DB00498
DB00002	DB09074
DB01045	DB09053
DB01217	DB00007
DB00370	DB01175
DB00563	DB11767
DB08881	DB01045
DB08881	DB00390
DB06441	DB08816
DB08820	DB09280
DB09045	DB00222
DB01045	DB09079
DB01129	DB08828
DB08828	DB00196
DB01167	DB08828
DB00441	DB00608
DB00682	DB01109
DB01233	DB00818
DB08877	DB00928
DB00959	DB00292
DB00813	DB00281
DB11581	DB01234
DB01248	DB00331
DB01204	DB00987
DB00530	DB11363
DB00688	DB00213
DB01024	DB00213
DB09075	DB00945
DB00441	DB00724
DB00065	DB06674
DB00381	DB13919
DB00966	DB00310
DB00569	DB00945
DB00295	DB00813
DB08907	DB00641
DB00678	DB00650
DB01016	DB00331
DB00441	DB08877
DB01069	DB00186
DB01115	DB00966
DB00787	DB00188
DB01611	DB00811
DB00009	DB01270
DB08881	DB08875
DB05015	DB00541
DB00398	DB00997
DB00715	DB05521
DB00966	DB01076
DB00631	DB01204
DB00605	DB00987
DB08885	DB01101
DB08881	DB00697
DB00047	DB01261
DB00987	DB00331
DB00575	DB01183
DB08881	DB01418
DB06441	DB06209
DB00688	DB00959
DB09074	DB00853
DB00541	DB00987
DB11817	DB00390
DB04876	DB00030
DB00441	DB01234
DB00624	DB06699
DB00959	DB01222
DB04868	DB00022
DB05812	DB01234
DB00877	DB00928
DB00107	DB00429
DB01068	DB01320
DB01166	DB00641
DB01166	DB01098
DB00381	DB00275
DB01043	DB01175
DB08907	DB06292
DB00864	DB01590
DB00065	DB00993
DB08828	DB00987
DB00328	DB11560
DB11560	DB00788
DB04868	DB00570
DB00187	DB00818
DB01101	DB00390
DB00016	DB09146
DB00635	DB01656
DB00273	DB00186
DB00043	DB00860
DB00313	DB01101
DB00683	DB00818
DB00264	DB00722
DB00695	DB00988
DB00441	DB00820
DB00860	DB06372
DB00620	DB00297
DB00822	DB00853
DB00586	DB00683
DB00531	DB00020
DB11817	DB01045
DB00515	DB00531
DB00653	DB00968
DB01238	DB00745
DB00734	DB00745
DB08899	DB01167
DB08899	DB01241
DB00654	DB00373
DB01109	DB00945
DB01098	DB00177
DB00063	DB08816
DB01098	DB09279
DB11817	DB00196
DB11817	DB01026
DB00338	DB11817
DB01050	DB00201
DB00396	DB00308
DB01167	DB05239
DB00762	DB00331
DB00514	DB01261
DB11817	DB01032
DB01194	DB00654
DB00568	DB00829
DB00612	DB00335
DB01045	DB11363
DB08889	DB00762
DB01238	DB01156
DB00820	DB01126
DB06813	DB06176
DB00254	DB01029
DB00186	DB00502
DB05812	DB01248
DB11817	DB00641
DB00531	DB00990
DB00668	DB00281
DB00302	DB00668
DB01225	DB00945
DB11817	DB00091
DB11581	DB01026
DB11581	DB01045
DB00002	DB08896
DB06809	DB00853
DB06441	DB00758
DB01076	DB00331
DB09054	DB08935
DB01263	DB11363
DB00642	DB00853
DB00745	DB00571
DB11595	DB05239
DB08899	DB06699
DB00381	DB00700
DB06176	DB00928
DB00515	DB01143
DB00704	DB00921
DB00181	DB01043
DB00814	DB00099
DB00441	DB00331
DB01006	DB06699
DB01262	DB06210
DB01254	DB09035
DB08899	DB00834
DB11595	DB00530
DB11595	DB11363
DB00683	DB00292
DB06589	DB09037
DB00537	DB08820
DB00254	DB01586
DB00544	DB02300
DB01211	DB01045
DB06144	DB00734
DB00682	DB00945
DB00736	DB11363
DB06725	DB00316
DB09143	DB01248
DB00873	DB00091
DB11560	DB00331
DB00695	DB11560
DB01076	DB00853
DB00254	DB00537
DB01229	DB08877
DB00295	DB00083
DB00295	DB00297
DB00621	DB09146
DB01364	DB00201
DB04878	DB00331
DB08881	DB00459
DB08932	DB00218
DB08881	DB08912
DB00563	DB00002
DB00338	DB00950
DB08899	DB00007
DB00603	DB00091
DB01577	DB00494
DB09331	DB09035
DB08877	DB00072
DB01225	DB00682
DB00014	DB00947
DB01262	DB00811
DB01262	DB08877
DB06655	DB01261
DB00530	DB00277
DB08827	DB01076
DB00343	DB01211
DB01076	DB00945
DB01262	DB00987
DB00620	DB00281
DB00783	DB00378
DB00731	DB00331
DB08899	DB00072
DB09074	DB00675
DB01217	DB09074
DB01006	DB09074
DB00706	DB00316
DB08893	DB00316
DB08896	DB00762
DB00539	DB00675
DB00264	DB12163
DB00673	DB00334
DB00502	DB01075
DB00235	DB00187
DB00982	DB00020
DB06335	DB01276
DB01098	DB08896
DB00390	DB08896
DB06819	DB03793
DB00022	DB09037
DB00482	DB01095
DB00328	DB00668
DB00635	DB01220
DB00668	DB00368
DB00388	DB00067
DB00734	DB00656
DB08877	DB08896
DB01590	DB08871
DB08899	DB01590
DB00009	DB01109
DB06626	DB09037
DB00108	DB00959
DB11656	DB00736
DB00295	DB00683
DB00544	DB00724
DB01001	DB00201
DB00947	DB01248
DB08899	DB01045
DB06243	DB00188
DB01262	DB04865
DB05015	DB08889
DB00927	DB01075
DB00927	DB00819
DB08889	DB00864
DB00877	DB00331
DB00548	DB00484
DB00443	DB01137
DB00105	DB00482
DB01252	DB00030
DB00530	DB08877
DB00898	DB00281
DB06210	DB00928
DB00497	DB00316
DB01268	DB08896
DB09082	DB09076
DB01366	DB01222
DB00393	DB00819
DB00586	DB00825
DB00950	DB00908
DB00818	DB00292
DB11757	DB01045
DB00584	DB00575
DB00966	DB00575
DB00316	DB08882
DB00706	DB01591
DB01225	DB00031
DB00031	DB01109
DB01045	DB08882
DB08882	DB01132
DB00316	DB00945
DB00916	DB01060
DB00417	DB00916
DB00966	DB00641
DB00945	DB00814
DB00678	DB00641
DB00678	DB00421
DB00851	DB00331
DB00635	DB00741
DB00921	DB01234
DB00073	DB00860
DB11824	DB00030
DB01262	DB11581
DB11581	DB00928
DB01001	DB00332
DB00818	DB00652
DB00297	DB01452
DB00603	DB00864
DB00484	DB00373
DB00966	DB00178
DB00295	DB08816
DB00514	DB00281
DB00776	DB00996
DB11595	DB08935
DB08907	DB00030
DB00999	DB09279
DB00820	DB01037
DB00945	DB00788
DB00722	DB00585
DB01590	DB01254
DB00612	DB00178
DB00030	DB00104
DB00682	DB01088
DB00740	DB05266
DB06209	DB00945
DB08907	DB00191
DB00706	DB00820
DB00338	DB13928
DB00503	DB00945
DB00563	DB01248
DB00316	DB01234
DB12483	DB01045
DB01167	DB12483
DB00959	DB00281
DB09143	DB00188
DB08899	DB05812
DB00482	DB01016
DB01036	DB00321
DB08885	DB01270
DB00928	DB09037
DB08875	DB00072
DB00443	DB00811
DB06605	DB00390
DB06605	DB00335
DB00966	DB00758
DB00515	DB00853
DB00921	DB00285
DB00441	DB08871
DB00706	DB00715
DB09053	DB08935
DB00921	DB00316
DB08889	DB09053
DB00215	DB06151
DB01104	DB06151
DB00945	DB00975
DB00563	DB01097
DB00388	DB01364
DB00480	DB06317
DB06335	DB00222
DB00091	DB06210
DB00555	DB09119
DB00252	DB09119
DB00564	DB09119
DB11581	DB00987
DB00398	DB08911
DB06228	DB00758
DB06228	DB08816
DB09083	DB01136
DB00959	DB08889
DB08889	DB00635
DB08893	DB01036
DB08893	DB12278
DB08893	DB09262
DB01006	DB00882
DB01229	DB08911
DB06228	DB00682
DB00441	DB00619
DB01229	DB09079
DB00204	DB00281
DB00204	DB00379
DB00343	DB00218
DB01229	DB09035
DB00014	DB01006
DB06292	DB01276
DB09037	DB00112
DB00683	DB00281
DB00284	DB06335
DB00072	DB09037
DB00002	DB09037
DB00361	DB00317
DB01611	DB00563
DB00457	DB00704
DB00300	DB00630
DB00445	DB00531
DB01327	DB00281
DB09033	DB00635
DB08907	DB06655
DB09074	DB06699
DB00515	DB00331
DB00108	DB08868
DB00683	DB01045
DB01167	DB00683
DB09053	DB09035
DB00762	DB09037
DB00441	DB09037
DB00398	DB00451
DB00022	DB00020
DB01590	DB00104
DB00470	DB06151
DB00009	DB00031
DB00277	DB01656
DB00313	DB00502
DB06287	DB00570
DB00007	DB01006
DB01195	DB00489
DB00744	DB00945
DB00482	DB00996
DB00531	DB01030
DB09053	DB00188
DB09035	DB08911
DB09035	DB08912
DB00905	DB00373
DB00327	DB00316
DB00572	DB01400
DB08896	DB00619
DB01394	DB00563
DB00073	DB12483
DB00688	DB00188
DB00480	DB08935
DB00773	DB00997
DB00947	DB00928
DB00293	DB00762
DB00608	DB00853
DB09241	DB01438
DB00515	DB01234
DB00945	DB00006
DB06213	DB00853
DB01075	DB00433
DB00515	DB06176
DB02546	DB09037
DB01268	DB09035
DB09038	DB08882
DB00493	DB00916
DB01006	DB00929
DB00441	DB00650
DB01229	DB08896
DB05016	DB01045
DB08908	DB00471
DB05578	DB00530
DB01609	DB00987
DB00295	DB09290
DB01024	DB00563
DB01024	DB00091
DB00586	DB00316
DB00316	DB00784
DB01012	DB00630
DB13873	DB01076
DB09035	DB00762
DB06287	DB09035
DB01212	DB01165
DB01229	DB11595
DB00297	DB01364
DB08899	DB00014
DB09054	DB08877
DB01248	DB09037
DB01115	DB00328
DB06674	DB05679
DB00642	DB09037
DB01229	DB09037
DB01012	DB06285
DB08889	DB00073
DB05578	DB09037
DB00959	DB01611
DB08899	DB00644
DB09559	DB09037
DB00571	DB01039
DB00047	DB01276
DB06228	DB00302
DB00327	DB01050
DB00531	DB01234
DB00635	DB00608
DB00990	DB00675
DB00904	DB00377
DB11581	DB09053
DB06603	DB00008
DB00997	DB00331
DB00381	DB01609
DB06292	DB04876
DB00415	DB00798
DB00421	DB00350
DB00188	DB00175
DB00264	DB00193
DB00682	DB00571
DB00669	DB01020
DB00515	DB00293
DB01166	DB00669
DB00829	DB00454
DB00635	DB09079
DB01109	DB00193
DB09035	DB00997
DB00531	DB09035
DB00515	DB09035
DB01001	DB00635
DB09078	DB09037
DB00539	DB00331
DB00818	DB00281
DB00586	DB00697
DB11595	DB00928
DB01270	DB06273
DB06176	DB09037
DB01115	DB00264
DB01073	DB09053
DB00297	DB00653
DB01229	DB05578
DB11363	DB00112
DB01012	DB00700
DB01012	DB00594
DB05294	DB00947
DB08899	DB06803
DB12483	DB09037
DB00441	DB12836
DB00575	DB00281
DB00381	DB00882
DB01003	DB01050
DB00047	DB00030
DB01393	DB04115
DB00843	DB01591
DB00950	DB00471
DB00471	DB06282
DB00736	DB01060
DB00254	DB00736
DB01166	DB00758
DB06228	DB00945
DB08932	DB00820
DB00398	DB00073
DB00388	DB00325
DB01115	DB00590
DB00530	DB09035
DB00695	DB01098
DB09123	DB00882
DB11817	DB00620
DB00008	DB01101
DB00367	DB08867
DB00531	DB01006
DB00997	DB00380
DB00515	DB09037
DB01101	DB09037
DB00668	DB00443
DB00530	DB00317
DB09078	DB08875
DB08828	DB08877
DB00203	DB00235
DB08871	DB00762
DB00673	DB09290
DB00710	DB00630
DB09053	DB09037
DB00002	DB09053
DB01248	DB09053
DB01590	DB09053
DB01229	DB09053
DB00482	DB00339
DB00482	DB01045
DB00327	DB00297
DB00683	DB09029
DB01067	DB08882
DB06317	DB09035
DB08877	DB00188
DB00860	DB01137
DB01006	DB09079
DB01220	DB00537
DB01195	DB00390
DB00489	DB00390
DB00318	DB00316
DB00635	DB00250
DB05990	DB01076
DB00030	DB00040
DB00338	DB09053
DB00882	DB09126
DB00482	DB00795
DB09078	DB08871
DB08899	DB00331
DB00882	DB00248
DB00829	DB00788
DB00107	DB00653
DB08828	DB04951
DB00313	DB09035
DB01276	DB00377
DB00813	DB01050
DB00790	DB08896
DB04216	DB01254
DB06228	DB06605
DB09035	DB00853
DB00818	DB00230
DB05239	DB11581
DB00398	DB00331
DB00388	DB01064
DB05578	DB01101
DB00822	DB01206
DB00032	DB06825
DB00813	DB00454
DB01262	DB00441
DB00945	DB00213
DB00284	DB01276
DB00860	DB06151
DB00531	DB00073
DB00999	DB01018
DB00437	DB00339
DB00586	DB06774
DB00388	DB00668
DB01045	DB01137
DB00107	DB00571
DB00860	DB01097
DB00482	DB00316
DB00482	DB01017
DB00297	DB00193
DB09126	DB06719
DB00020	DB09037
DB00678	DB02709
DB12483	DB00072
DB06151	DB04951
DB00999	DB04861
DB00203	DB00882
DB00999	DB00310
DB00734	DB00334
DB00697	DB00297
DB00877	DB08885
DB00318	DB09049
DB00482	DB01234
DB00497	DB00297
DB00008	DB08877
DB00443	DB00450
DB00588	DB00635
DB00398	DB00945
DB01118	DB06151
DB00363	DB00331
DB04854	DB00437
DB00586	DB00297
DB00290	DB00683
DB00399	DB06643
DB00759	DB00207
DB11656	DB00448
DB00945	DB01137
DB00471	DB11591
DB00002	DB09035
DB01611	DB00177
DB00544	DB01234
DB01217	DB01101
DB00531	DB09037
DB00281	DB00788
DB01241	DB11362
DB11362	DB01045
DB00264	DB00661
DB00773	DB00537
DB00300	DB01265
DB00882	DB06151
DB00032	DB01006
DB00635	DB01234
DB00031	DB00758
DB01119	DB06663
DB01101	DB09079
DB06626	DB06616
DB01229	DB00834
DB00381	DB01098
DB00683	DB11362
DB05578	DB06791
DB06243	DB01206
DB00829	DB00281
DB00736	DB08896
DB00203	DB09079
DB00388	DB00297
DB00361	DB01006
DB00877	DB04876
DB00302	DB00929
DB11995	DB00196
DB11995	DB01045
DB11995	DB01167
DB09078	DB01590
DB09074	DB00762
DB01001	DB06151
DB12483	DB00002
DB01586	DB01039
DB00008	DB00034
DB08901	DB00928
DB00727	DB00281
DB09462	DB09038
DB09079	DB00112
DB00570	DB00112
DB00980	DB12153
DB11595	DB11581
DB01233	DB00959
DB11595	DB09074
DB09198	DB09038
DB09079	DB09037
DB00186	DB01050
DB11595	DB01101
DB09035	DB00112
DB00563	DB08816
DB00999	DB00594
DB00016	DB00910
DB00864	DB00188
DB11581	DB08935
DB00051	DB09033
DB00295	DB00327
DB08826	DB06151
DB00328	DB01050
DB01104	DB00987
DB00747	DB00316
DB08816	DB01076
DB01101	DB08896
DB00191	DB06655
DB00443	DB00860
DB06605	DB01211
DB00773	DB01234
DB08877	DB09053
DB09078	DB01101
DB08899	DB00499
DB11950	DB00331
DB00063	DB00758
DB01268	DB00853
DB01229	DB08899
DB00317	DB00112
DB00563	DB00853
DB08899	DB00328
DB01418	DB00682
DB01085	DB01050
DB01393	DB01586
DB01204	DB00060
DB00203	DB04951
DB09033	DB00806
DB11712	DB08820
DB09033	DB00864
DB01262	DB00928
DB00635	DB05679
DB08907	DB00222
DB08907	DB01261
DB01233	DB00904
DB00635	DB09053
DB00482	DB00398
DB01030	DB09037
DB00480	DB09037
DB01050	DB00852
DB01234	DB00331
DB00966	DB01098
DB00334	DB00377
DB00924	DB01050
DB00695	DB01223
DB00688	DB00073
DB00480	DB11581
DB00531	DB13943
DB01262	DB09037
DB01586	DB00331
DB01104	DB00196
DB08871	DB01045
DB01115	DB01234
DB00678	DB00806
DB00819	DB00853
DB01211	DB01060
DB00313	DB00996
DB00712	DB01209
DB08899	DB11595
DB00853	DB09037
DB00443	DB02300
DB00502	DB00477
DB00851	DB00997
DB00642	DB06616
DB11595	DB09331
DB11595	DB06688
DB09074	DB09037
DB01064	DB00640
DB00398	DB01611
DB00740	DB00193
DB09048	DB00377
DB00916	DB00994
DB01211	DB01248
DB00421	DB01394
DB08871	DB09037
DB00441	DB12483
DB00190	DB01235
DB00997	DB09037
DB01212	DB00104
DB00813	DB00316
DB00181	DB01050
DB00697	DB01050
DB01041	DB08877
DB01248	DB06699
DB00317	DB00331
DB00586	DB00331
DB00492	DB00175
DB01098	DB06292
DB01167	DB01611
DB01229	DB00293
DB06605	DB00091
DB00864	DB06605
DB01212	DB01137
DB01016	DB06292
DB00032	DB00066
DB00877	DB00531
DB00871	DB00297
DB00571	DB00997
DB00959	DB01076
DB01262	DB00390
DB00254	DB01327
DB11595	DB09035
DB06262	DB00190
DB00254	DB00724
DB00747	DB01175
DB00388	DB00809
DB05578	DB00762
DB01128	DB00644
DB06774	DB01050
DB08911	DB09037
DB08875	DB09037
DB01220	DB00641
DB00005	DB06803
DB09035	DB06643
DB00829	DB00683
DB11595	DB08875
DB06626	DB09035
DB01053	DB00798
DB00683	DB00297
DB00993	DB01220
DB00877	DB00860
DB01254	DB00619
DB00586	DB00281
DB00586	DB00653
DB11595	DB08871
DB05239	DB11363
DB00497	DB00813
DB01077	DB01045
DB00388	DB00368
DB00898	DB06151
DB00316	DB00554
DB00945	DB01050
DB00834	DB09037
DB00682	DB06605
DB00313	DB00186
DB06813	DB09037
DB00024	DB08911
DB00297	DB00368
DB01262	DB01234
DB00877	DB02709
DB00682	DB06695
DB00921	DB00904
DB09054	DB09037
DB09035	DB00928
DB01167	DB00834
DB00740	DB12243
DB00612	DB00264
DB01156	DB00215
DB11595	DB00947
DB11595	DB08882
DB01229	DB01262
DB00841	DB00368
DB00181	DB00829
DB00860	DB01234
DB08907	DB01032
DB08907	DB00661
DB00480	DB08870
DB00338	DB12095
DB12095	DB00927
DB00695	DB01032
DB00501	DB00331
DB00959	DB01234
DB08875	DB09035
DB00046	DB08882
DB01268	DB00571
DB00321	DB00193
DB08899	DB01248
DB01306	DB09564
DB00910	DB09037
DB00047	DB01306
DB08899	DB00399
DB08992	DB00482
DB11595	DB01248
DB11595	DB00997
DB00297	DB00640
DB08896	DB09037
DB00316	DB00788
DB00541	DB00853
DB08932	DB01098
DB00073	DB09037
DB00476	DB00571
DB00683	DB01211
DB00264	DB01136
DB00072	DB09053
DB09035	DB00987
DB01233	DB00193
DB00683	DB00571
DB08931	DB08932
DB00297	DB00844
DB00947	DB09037
DB08896	DB09035
DB08881	DB08935
DB00297	DB00316
DB08995	DB06228
DB09078	DB09035
DB12153	DB00915
DB00550	DB00763
DB00254	DB09037
DB00005	DB11834
DB09035	DB09037
DB00203	DB03128
